,name,email,country,gender,avg_rating,long_tailed,target
5944,Teixeira,richardvincent@wanadoo.fr,United Kingdom,F,0,25.008833849140032,0
5945,Laporte,rocheanais@free.fr,France,F,1,8.11551981275029,0
5946,Bègue,louisrousset@laposte.net,France,F,0,28.47217333271255,0
5947,Rémy,arnaude66@laposte.net,Belgium,Not Specified,0,70.05258128224399,0
5948,Pasquier,lucasgilbert@laposte.net,France,M,1,12.361302146808677,0
5949,Mathieu,madeleineberthelot@yahoo.fr,United Kingdom,F,2,8.505018266621112,0
5950,Rocher,marcelle30@laposte.net,Belgium,Not Specified,0,5.874023954808333,0
5951,De Oliveira,launaygabrielle@yahoo.fr,United Kingdom,F,0,77.90402310829252,0
5952,Le Goff,tmonnier@bouygtel.fr,Belgium,M,1,150.41300853268282,0
5953,Munoz,gregoirelaurence@live.com,United Kingdom,F,0,23.118306160386897,0
5954,Neveu,edith48@laposte.net,France,F,3,53.67345201431052,0
5955,Da Silva,cde-sousa@voila.fr,United Kingdom,Not Specified,1,6.710714899028343,0
5956,Hamon,wmarechal@orange.fr,Belgium,F,0,16.6966850845898,0
5957,Lagarde,dupontmarguerite@orange.fr,United Kingdom,M,0,5.259138190204972,0
5958,Leduc,nathperrier@club-internet.fr,France,F,0,1.4076216844229612,0
5959,Moreno,bertrandgregoire@free.fr,United Kingdom,M,0,27.308249308336947,0
5960,Gimenez,fbourgeois@wanadoo.fr,Belgium,F,0,20.363097594234645,0
5961,Gomes,wlaunay@tele2.fr,United Kingdom,F,1,26.193468823451038,0
5962,Langlois,josette11@tiscali.fr,United Kingdom,F,0,15.668728810275036,0
5963,Barbe,martysusanne@hotmail.fr,United Kingdom,F,4,10.651544385763149,0
5964,Blondel,laure37@ifrance.com,France,M,0,163.92279739566473,0
5965,Raymond,emilemonnier@free.fr,Belgium,F,4,121.84395164687447,0
5966,Lenoir,fourniermartine@wanadoo.fr,France,F,0,12.805438807268807,0
5967,Ramos,guichardbenoit@club-internet.fr,United Kingdom,M,0,19.154470978563882,0
5968,Lemoine,besnardpatricia@hotmail.fr,Belgium,M,4,12.518581137314687,0
5969,Henry,lacroixclaude@gmail.com,United Kingdom,F,1,5.661111617964609,0
5970,Rousset,llambert@live.com,Belgium,F,2,15.753668204610888,0
5971,Lefebvre,couturiercaroline@gmail.com,United Kingdom,Not Specified,0,50.8756645459075,0
5972,Laroche,frederiquesimon@tiscali.fr,United Kingdom,M,0,12.870974669565395,0
5973,Poulain,eleonore59@voila.fr,France,Not Specified,1,46.02080979450895,0
5974,Leleu,cecile55@laposte.net,Belgium,F,0,14.16887742950301,0
5975,Pascal,philippeemmanuel@hotmail.fr,France,Not Specified,2,14.665725763187304,0
5976,Clerc,denis36@dbmail.com,Belgium,M,1,13.256749462613199,0
5977,Fischer,camilleboucher@tele2.fr,France,M,0,7.23116000779087,0
5978,Bourgeois,bernadettelabbe@wanadoo.fr,United Kingdom,Not Specified,3,4.429664627763801,0
5979,Diaz,marthefrancois@free.fr,United Kingdom,M,0,205.10712841154802,0
5980,Girard,thibautmunoz@orange.fr,Belgium,F,0,41.60399907137849,0
5981,Lemonnier,faivrewilliam@bouygtel.fr,Belgium,F,5,12.981697848793486,1
5982,Blondel,llegendre@dbmail.com,United Kingdom,M,3,64.5999924024518,0
5983,Morvan,alix79@live.com,United Kingdom,F,1,21.64001577658617,0
5984,Gomes,iroussel@yahoo.fr,Belgium,F,1,21.277793865347732,0
5985,Besson,robert16@gmail.com,France,M,2,40.85849140744011,0
5986,Robert,eetienne@free.fr,United Kingdom,M,0,11.139381384190553,0
5987,Vincent,eric51@laposte.net,Belgium,F,0,47.51673311032588,0
5988,Chrétien,michelerousseau@yahoo.fr,Belgium,F,0,54.78001238493123,0
5989,Lopes,christine06@sfr.fr,United Kingdom,M,0,16.285989148059837,0
5990,Rolland,eperez@sfr.fr,United Kingdom,F,3,10.212494848578263,1
5991,Pierre,noel61@tiscali.fr,France,Not Specified,3,25.38469101021664,0
5992,Brunet,zoe65@hotmail.fr,France,F,0,24.64121331023453,0
5993,Richard,grenault@laposte.net,France,F,0,70.63272302457523,0
5994,Pinto,marchanddiane@yahoo.fr,France,M,0,56.58517277907935,0
5995,Potier,benjaminmarchand@wanadoo.fr,France,F,5,10.58078278619514,0
5996,Guyot,madeleine38@bouygtel.fr,France,F,0,26.796374298974886,0
5997,Guyon,agnes64@hotmail.fr,United Kingdom,F,3,58.421989324391944,1
5998,Guillon,marcellemeyer@hotmail.fr,France,Not Specified,0,25.530018891807444,0
5999,Teixeira,amelie57@hotmail.fr,France,F,3,77.99869519762652,0
6000,Weiss,smorin@voila.fr,Belgium,F,0,19.901419292942915,0
6001,Morin,ofabre@orange.fr,United Kingdom,M,0,4.3705964785638765,0
6002,Lemonnier,flelievre@tele2.fr,Belgium,F,2,85.00986483293886,0
6003,Diaz,margot68@ifrance.com,United Kingdom,M,4,4.947309076397474,0
6004,Lejeune,josephinecaron@bouygtel.fr,United Kingdom,F,4,4.249350240697078,0
6005,Raymond,laurentbarre@live.com,France,M,5,34.06383713160842,0
6006,Hebert,margauxrenard@sfr.fr,Belgium,M,5,12.797415977250987,0
6007,Bouvet,virginiesanchez@voila.fr,United Kingdom,M,0,34.82415165651017,0
6008,Guyot,antoineguilbert@bouygtel.fr,United Kingdom,F,1,69.86911016523578,0
6009,Maurice,astrid27@yahoo.fr,United Kingdom,M,0,10.555528937491307,0
6010,Pereira,sanchezmaurice@bouygtel.fr,France,F,5,18.032023891299033,0
6011,Denis,laure03@hotmail.fr,Belgium,F,3,32.0245785097866,0
6012,Leclercq,lombardfranck@dbmail.com,Belgium,F,0,30.90466013130011,0
6013,Guilbert,plucas@bouygtel.fr,France,F,0,13.20166522813493,0
6014,Buisson,jbonneau@tele2.fr,France,F,1,39.56971131109585,0
6015,Mahe,isabelle67@tiscali.fr,France,F,0,4.056191437179545,0
6016,Leduc,patriciaboucher@sfr.fr,United Kingdom,M,2,31.49610729387018,0
6017,Peron,glegendre@bouygtel.fr,France,F,0,25.007763418686874,0
6018,Pasquier,camille33@tiscali.fr,United Kingdom,Not Specified,1,18.44743697998716,0
6019,Arnaud,mathildebernier@voila.fr,United Kingdom,F,0,62.63138336269703,0
6020,Texier,prevostconstance@bouygtel.fr,Belgium,Not Specified,0,5.182260606525931,0
6021,Fernandez,therese91@yahoo.fr,France,F,0,5.6761157606451995,0
6022,Arnaud,perrotmargot@live.com,Belgium,Not Specified,4,11.796860684278158,0
6023,Marty,stephaniearnaud@wanadoo.fr,Belgium,F,0,9.73964661278782,0
6024,Besnard,elisethierry@orange.fr,Belgium,Not Specified,5,12.725247894398253,0
6025,Marchand,aubryluc@ifrance.com,France,F,1,1.2551767931610402,0
6026,Garcia,schneideraime@ifrance.com,France,M,3,72.46150525556781,0
6027,Bodin,xle-gall@gmail.com,United Kingdom,F,5,33.77482623697539,0
6028,Rocher,qvincent@gmail.com,Belgium,F,1,19.8920606539483,0
6029,Charrier,iroger@ifrance.com,United Kingdom,Not Specified,2,30.650388430017287,0
6030,Marchand,laurence93@bouygtel.fr,France,F,0,32.07214593990487,0
6031,Riou,marthe30@voila.fr,France,F,0,17.622720851266617,0
6032,Faivre,udaniel@dbmail.com,Belgium,Not Specified,0,21.22752142855883,0
6033,Maillet,helenelombard@club-internet.fr,France,F,0,86.15415552977856,0
6034,Collin,pfernandez@live.com,France,F,0,1.8117370002489412,0
6035,Coulon,dianedelattre@laposte.net,United Kingdom,F,0,17.598461612824853,0
6036,Guillaume,pierrecarre@bouygtel.fr,France,F,4,36.925280917708854,0
6037,Cousin,dominique76@live.com,France,M,0,14.426486074153859,0
6038,Parent,fjulien@hotmail.fr,France,F,0,3.051241831942925,0
6039,Bonneau,guillouanais@free.fr,Belgium,F,3,4.660572547027446,1
6040,Philippe,margot68@bouygtel.fr,France,F,4,18.99160820284526,0
6041,Guyon,pintoantoine@tiscali.fr,France,F,0,10.190225058088966,0
6042,Perret,francois72@noos.fr,France,F,0,13.488151232115767,0
6043,Perrin,thomastherese@sfr.fr,France,Not Specified,3,9.614716770813317,0
6044,Meyer,sebastiencoste@dbmail.com,United Kingdom,F,3,26.5500721301449,0
6045,Benard,virginiegay@free.fr,Belgium,M,3,7.7752215507022555,0
6046,Martel,rjulien@gmail.com,Belgium,F,5,3.563065845589846,0
6047,Pasquier,crodrigues@ifrance.com,France,F,3,28.984878538423118,0
6048,Vaillant,salmondenis@voila.fr,France,M,0,9.34491247092354,0
6049,Marchal,fraynaud@laposte.net,France,F,0,27.06730945909066,0
6050,Guillon,ypineau@voila.fr,Belgium,Not Specified,4,13.596869649580414,0
6051,Mathieu,royertheodore@orange.fr,France,Not Specified,0,18.93732912906989,0
6052,Rodriguez,anastasie19@orange.fr,United Kingdom,M,3,22.284662258968996,0
6053,Leclerc,marchandluce@voila.fr,United Kingdom,F,5,84.24089973999813,0
6054,Hervé,raymond43@voila.fr,Belgium,M,3,5.657468207564343,0
6055,Moreau,marielebon@free.fr,France,M,0,6.993848505447515,0
6056,Boyer,hortense22@club-internet.fr,France,M,2,5.645990159736151,0
6057,Leconte,morenoalix@tele2.fr,Belgium,F,0,46.851608043643594,0
6058,Moreno,edithbailly@club-internet.fr,United Kingdom,F,3,28.63204069883295,1
6059,Launay,suzanne48@club-internet.fr,France,M,0,38.5214867008089,0
6060,Techer,hberthelot@laposte.net,Belgium,M,0,23.327904083500933,0
6061,Dumont,denisantoine@wanadoo.fr,Belgium,F,3,20.676885836721887,0
6062,Lucas,zoe73@bouygtel.fr,France,M,4,52.892043918099944,0
6063,Allain,olesage@yahoo.fr,United Kingdom,F,1,1.8049451760780002,0
6064,Fouquet,celina11@sfr.fr,United Kingdom,F,4,19.038283561792518,0
6065,Guillot,catherine55@wanadoo.fr,United Kingdom,F,0,4.100055483500931,0
6066,Chauvet,mauricedavid@tiscali.fr,United Kingdom,F,0,106.69170490871097,0
6067,Chartier,gimenezandre@club-internet.fr,United Kingdom,F,4,16.249898167939595,0
6068,Rousset,chantalpoulain@ifrance.com,France,F,4,75.00946576432389,0
6069,Delaunay,augersabine@bouygtel.fr,Belgium,Not Specified,0,23.213786934932028,0
6070,Lebrun,laurent71@wanadoo.fr,France,F,1,29.8024849902703,0
6071,Benoit,adelaide67@dbmail.com,Belgium,Not Specified,2,13.691074505549116,0
6072,Vallet,wdupre@live.com,United Kingdom,F,0,2.1020167850632547,0
6073,Durand,noemijoseph@ifrance.com,Belgium,F,0,6.052910609022318,0
6074,Ribeiro,hlabbe@dbmail.com,United Kingdom,F,2,57.685897738704966,0
6075,Lefebvre,bertinmarcelle@sfr.fr,United Kingdom,F,3,36.020701162704384,0
6076,Bernier,moniqueblanc@gmail.com,United Kingdom,F,3,22.70474773774278,0
6077,Regnier,wsamson@dbmail.com,Belgium,F,0,66.47511053466744,1
6078,Martin,adrien03@bouygtel.fr,United Kingdom,Not Specified,3,62.09384657088248,0
6079,Leleu,massethierry@hotmail.fr,France,F,0,21.092843798721194,0
6080,Laporte,maillardraymond@noos.fr,Belgium,F,0,8.931018744159507,1
6081,Wagner,vjacquot@tele2.fr,Belgium,F,0,4.143646275533207,1
6082,Grenier,mauricephilippe@wanadoo.fr,France,F,0,239.82844017479897,0
6083,Andre,ibigot@hotmail.fr,Belgium,Not Specified,0,25.21056345587542,0
6084,Arnaud,marthe36@tiscali.fr,France,F,5,22.34833725083851,0
6085,Boutin,edithmarin@yahoo.fr,Belgium,F,0,139.1284141654489,0
6086,Bazin,gimenezcatherine@club-internet.fr,Belgium,M,0,7.9945904743713845,0
6087,Duhamel,chantalgomes@gmail.com,United Kingdom,Not Specified,5,42.84586194924368,0
6088,Bonneau,madeleinebouvier@sfr.fr,United Kingdom,M,0,50.40959557676725,0
6089,Guichard,lfrancois@wanadoo.fr,France,M,1,171.1473967414387,0
6090,Hubert,tristan68@yahoo.fr,United Kingdom,F,5,32.891172976558394,0
6091,Rossi,claudedevaux@free.fr,Belgium,F,0,13.930611464930665,1
6092,Teixeira,vincentgaudin@laposte.net,France,M,2,12.287730853492006,0
6093,Vincent,stephaniegilbert@free.fr,Belgium,M,4,20.373047560725436,0
6094,Bertrand,isaac06@dbmail.com,France,M,0,8.38202422165857,1
6095,Julien,qchauvet@yahoo.fr,Belgium,M,0,16.391172294418897,0
6096,Gallet,pierremartinez@voila.fr,Belgium,M,4,17.55319295072359,0
6097,Carre,lorraine77@gmail.com,France,F,0,11.28297567562308,0
6098,Marty,lucasfrederic@voila.fr,Belgium,M,3,111.18153920977763,0
6099,Guillet,didieranastasie@tele2.fr,France,F,3,3.247893153010372,0
6100,Maillet,ehamon@live.com,United Kingdom,M,1,266.52203750669486,0
6101,Poirier,claire56@free.fr,United Kingdom,M,0,1.9780716649368009,0
6102,Lebreton,zjoly@tiscali.fr,Belgium,F,0,29.72828228785412,0
6103,Delmas,nicolasblondel@free.fr,Belgium,F,3,27.723926529614058,1
6104,Lefort,adrien97@gmail.com,Belgium,F,0,13.779380726178491,0
6105,Andre,theophilebarbe@tele2.fr,United Kingdom,F,4,52.13284365753526,0
6106,Carre,regnierandree@dbmail.com,United Kingdom,M,0,30.78694962857552,0
6107,Lamy,nicoledupre@yahoo.fr,Belgium,F,1,9.017310861418565,0
6108,Jacquet,jeromelaroche@wanadoo.fr,United Kingdom,F,2,19.779781605946443,0
6109,Martel,nathalie78@tiscali.fr,France,F,5,14.76005352375447,0
6110,Jacques,jacquesfrancoise@noos.fr,United Kingdom,F,0,24.61681837758993,0
6111,Dupuy,adele46@tele2.fr,Belgium,F,4,75.30704589460186,0
6112,Millet,wfischer@club-internet.fr,Belgium,F,5,12.177596944358516,0
6113,Mercier,valletmarine@wanadoo.fr,Belgium,M,0,11.976644154551025,0
6114,Durand,bonninmarcel@laposte.net,United Kingdom,F,1,4.525762930476659,0
6115,Albert,albertcamille@laposte.net,United Kingdom,F,0,25.466509408909992,0
6116,Faure,frederiquerolland@sfr.fr,United Kingdom,M,0,4.893195005413496,0
6117,Joly,diassuzanne@gmail.com,France,Not Specified,4,7.6072141396849124,0
6118,Boulanger,claudemartinez@tiscali.fr,United Kingdom,M,4,8.257362819644726,0
6119,Godard,rogerhenriette@hotmail.fr,Belgium,F,2,12.392275065481922,0
6120,Charles,clemence53@club-internet.fr,United Kingdom,F,0,21.986583173893308,0
6121,Schneider,francklaunay@club-internet.fr,France,F,0,1.9752003380169365,0
6122,Bernier,vblot@tiscali.fr,France,F,0,18.433835943918,0
6123,Neveu,pelletiermarcel@free.fr,Belgium,F,1,65.88609668350755,0
6124,Turpin,madeleine41@club-internet.fr,Belgium,F,0,27.25333484917339,0
6125,Payet,fdupre@noos.fr,United Kingdom,F,2,50.045072100520386,0
6126,Cordier,lucas16@gmail.com,France,F,4,34.83378358001358,0
6127,Robin,lguilbert@tele2.fr,United Kingdom,M,3,16.236007620896622,0
6128,Chevallier,helenelouis@noos.fr,United Kingdom,M,4,21.47010843341746,0
6129,De Oliveira,michele49@yahoo.fr,United Kingdom,M,0,36.8235896818538,0
6130,Raymond,laurent31@yahoo.fr,United Kingdom,M,0,28.744883282983615,0
6131,Rodriguez,thibautdiallo@gmail.com,United Kingdom,F,0,19.961938999396203,0
6132,Joseph,hbecker@yahoo.fr,United Kingdom,M,0,35.24042176110156,0
6133,Collin,qferrand@bouygtel.fr,United Kingdom,F,0,111.62918452095282,0
6134,Raynaud,xlecoq@bouygtel.fr,Belgium,Not Specified,0,10.316640424478395,0
6135,Brunet,olivierfrancois@yahoo.fr,United Kingdom,F,0,6.1780127802532645,0
6136,Gosselin,chantal10@dbmail.com,France,M,4,27.844348834492866,0
6137,Duhamel,laurentmanon@hotmail.fr,France,F,0,75.97244611663199,0
6138,Millet,fguyon@laposte.net,France,F,2,37.52337323308366,0
6139,Roux,dumontcharles@yahoo.fr,France,M,2,10.58169148547614,0
6140,Gomez,nathaliecousin@voila.fr,France,M,1,6.056946312225703,0
6141,Olivier,rossimarine@dbmail.com,Belgium,F,2,9.89747561187475,0
6142,Léger,valerie86@yahoo.fr,United Kingdom,F,0,4.442257333257691,0
6143,Jacques,pierreraynaud@orange.fr,United Kingdom,Not Specified,0,16.841641649067107,0
6144,Lamy,henridubois@bouygtel.fr,United Kingdom,F,3,8.983367786441523,0
6145,Foucher,cecileseguin@tele2.fr,France,F,0,17.3465221648014,0
6146,Imbert,augustemartin@orange.fr,United Kingdom,M,0,2.6542828975224655,0
6147,Julien,pierre04@bouygtel.fr,United Kingdom,F,0,4.314733454591002,0
6148,Caron,colletantoine@club-internet.fr,France,F,4,22.91858947578171,1
6149,Descamps,hpasquier@noos.fr,Belgium,F,0,8.041653274799172,0
6150,Lecomte,laurent49@hotmail.fr,United Kingdom,F,0,5.066481490474238,0
6151,Barbe,alixroger@ifrance.com,Belgium,F,0,14.067638623925394,0
6152,Gautier,christine38@voila.fr,United Kingdom,M,1,10.7810679516971,0
6153,Gomez,lemonnierandree@tele2.fr,Belgium,F,4,36.421694573683595,0
6154,Lambert,xdumas@free.fr,Belgium,M,2,3.4749502520383904,0
6155,Philippe,georgesjoseph@bouygtel.fr,Belgium,Not Specified,0,44.9742209234469,0
6156,Georges,alexandrie42@laposte.net,United Kingdom,M,2,25.59467224922899,0
6157,Dufour,henrigosselin@dbmail.com,Belgium,F,0,8.205418676614325,0
6158,Albert,raymondmartin@dbmail.com,Belgium,M,0,52.89000847923432,0
6159,Gallet,abourgeois@live.com,Belgium,F,1,16.30454773786076,0
6160,Guillaume,aperon@voila.fr,France,M,0,1.2448601838037976,0
6161,Bruneau,brigitte04@laposte.net,France,M,0,9.720840911560796,0
6162,Hebert,marthe68@tele2.fr,United Kingdom,F,0,138.6311030773539,0
6163,Rocher,peltieralice@bouygtel.fr,United Kingdom,Not Specified,2,22.66470113609648,1
6164,Lebon,celina55@tiscali.fr,United Kingdom,F,5,27.155138284184673,0
6165,Hamon,hortenseleveque@live.com,France,M,3,35.43576156776595,0
6166,Chauveau,gabriel94@laposte.net,United Kingdom,M,0,15.58577413659766,0
6167,Meyer,guypineau@club-internet.fr,United Kingdom,M,0,72.87085875546218,1
6168,Hubert,mbarre@sfr.fr,France,F,0,51.79658800566894,0
6169,Rolland,adriennemartin@live.com,France,F,0,71.13404212146314,0
6170,Gallet,baudrymarcel@bouygtel.fr,Belgium,M,0,6.296834952605794,0
6171,Hervé,peltierhugues@dbmail.com,France,M,2,21.290393256470228,0
6172,Bigot,gillesbouvet@ifrance.com,United Kingdom,F,4,14.370536676488749,0
6173,Leconte,rlenoir@sfr.fr,United Kingdom,M,1,3.141365742101696,0
6174,Baudry,iallard@club-internet.fr,Belgium,Not Specified,3,5.053668810598189,0
6175,Fontaine,robert93@tele2.fr,United Kingdom,F,3,3.220635268500392,0
6176,Clerc,gerard25@sfr.fr,Belgium,F,0,18.2986669587066,0
6177,Duhamel,malbert@bouygtel.fr,Belgium,M,0,57.39192710025188,1
6178,Blot,sophie48@wanadoo.fr,Belgium,F,5,55.73484408940582,0
6179,Evrard,reyfrederique@hotmail.fr,Belgium,F,0,5.859767813654445,0
6180,Lombard,noemigauthier@live.com,United Kingdom,F,0,108.89159033403129,0
6181,Chrétien,ldupuis@dbmail.com,Belgium,F,5,49.70115832919799,0
6182,Blanc,danielledos-santos@gmail.com,France,F,0,31.659106869545177,0
6183,Caron,pblanc@wanadoo.fr,Belgium,F,0,9.745377949511342,0
6184,Delannoy,bruneaualphonse@tiscali.fr,United Kingdom,M,0,7.886408788803796,0
6185,De Oliveira,royvictoire@yahoo.fr,Belgium,M,0,13.441041295129665,0
6186,Lemaître,adelaidecoulon@tiscali.fr,France,F,1,33.63482261220741,0
6187,Brunel,eleonorelefevre@club-internet.fr,France,M,0,21.053952483088178,0
6188,Rousseau,noel20@voila.fr,France,F,0,21.904133580524658,1
6189,Valentin,vasseurdorothee@live.com,France,M,3,39.81901598713084,0
6190,Raynaud,eleonoregregoire@live.com,Belgium,M,0,21.51815239274782,0
6191,Devaux,danielledelahaye@orange.fr,United Kingdom,F,1,148.40643636154158,0
6192,Bertin,elodie35@wanadoo.fr,France,F,2,102.54258421041357,0
6193,Lopez,volivier@orange.fr,Belgium,M,2,256.51304948599955,0
6194,Berger,guillaumevasseur@gmail.com,France,F,4,23.874884335768204,0
6195,Texier,mauricebernier@gmail.com,France,F,5,5.404121587831866,0
6196,Gay,fbenard@ifrance.com,Belgium,F,5,15.522698987513078,0
6197,Letellier,frederictoussaint@yahoo.fr,Belgium,F,0,60.166287415168036,0
6198,Blondel,ksimon@bouygtel.fr,France,Not Specified,0,63.95551847278878,0
6199,Delmas,josephguillou@free.fr,Belgium,F,0,17.328808271271726,0
6200,Bouchet,duvaldanielle@tele2.fr,Belgium,F,4,4.088712201029143,0
6201,Colin,seguinjerome@gmail.com,Belgium,F,0,5.833896649307804,0
6202,Grondin,elodie14@hotmail.fr,France,F,3,4.160812989564543,0
6203,Delahaye,gaudinnoemi@voila.fr,United Kingdom,F,0,14.327506742604825,0
6204,Toussaint,nicolebernier@wanadoo.fr,Belgium,M,4,3.2634184718953443,0
6205,Denis,claude42@hotmail.fr,Belgium,F,0,34.0759006886469,0
6206,Petit,nchauvet@noos.fr,Belgium,F,0,20.46505626924998,0
6207,Delorme,clairemorvan@live.com,France,F,3,14.31637544141061,0
6208,Seguin,veroniquebrunet@bouygtel.fr,Belgium,Not Specified,0,59.00819366837382,1
6209,Blot,adelorme@orange.fr,Belgium,F,0,4.854550068139708,0
6210,Lelièvre,sreynaud@gmail.com,United Kingdom,F,0,7.071617999285571,0
6211,Bernier,arnaudeandre@yahoo.fr,Belgium,F,5,16.646367413324793,0
6212,Leleu,michele96@gmail.com,United Kingdom,F,0,25.45325843742259,0
6213,Imbert,bertrandroy@club-internet.fr,Belgium,F,0,35.36324855653969,0
6214,Grondin,auguste42@noos.fr,United Kingdom,F,0,3.2751682240606197,0
6215,Ferrand,josephmerle@yahoo.fr,Belgium,F,0,14.281912409546841,0
6216,Millet,victorcohen@tiscali.fr,United Kingdom,F,3,40.17916075751235,1
6217,Pelletier,diazmartine@noos.fr,United Kingdom,M,0,14.724146401283486,0
6218,Hamon,philippineregnier@voila.fr,United Kingdom,Not Specified,1,17.644105467955793,0
6219,Bernier,leblancmonique@club-internet.fr,France,M,0,26.62878442444946,0
6220,Thomas,bourgeoisconstance@hotmail.fr,United Kingdom,F,1,40.53814505047319,0
6221,Marchand,thomas58@tiscali.fr,France,M,5,26.521287924346804,0
6222,Courtois,bmartel@sfr.fr,United Kingdom,F,0,10.276385098627987,1
6223,Vallet,ialexandre@ifrance.com,United Kingdom,F,0,12.57395779010978,0
6224,Berthelot,jjacquot@orange.fr,United Kingdom,M,1,34.18599531995877,0
6225,Barbe,christiane78@tiscali.fr,France,M,3,4.578521119473598,0
6226,Berger,denisedith@dbmail.com,United Kingdom,F,2,20.245125589088996,0
6227,Renaud,alexandre23@hotmail.fr,Belgium,M,2,9.950438389261812,0
6228,Regnier,anne13@wanadoo.fr,Belgium,M,2,14.807805431632778,0
6229,Leroy,perrierconstance@club-internet.fr,France,F,0,23.781761010799865,0
6230,Maillard,cclerc@free.fr,Belgium,F,1,14.619823595578666,0
6231,Besnard,hlenoir@laposte.net,United Kingdom,F,1,35.06620000482444,0
6232,Techer,boutintheophile@free.fr,Belgium,M,0,8.23119559631857,0
6233,Hubert,cbuisson@voila.fr,France,F,0,28.05708724960983,0
6234,Jacques,guillaumemaggie@wanadoo.fr,United Kingdom,M,4,15.087149576205682,0
6235,Ribeiro,erenaud@laposte.net,France,F,0,26.917071771863135,1
6236,Bonnet,celine69@free.fr,United Kingdom,M,1,3.4385528503948875,0
6237,Maillet,jacquesisabelle@orange.fr,France,M,0,46.872536645968346,0
6238,Henry,sabineguillon@club-internet.fr,United Kingdom,F,0,68.17883272238143,0
6239,Rousset,blancamelie@free.fr,Belgium,F,1,15.373493806928463,0
6240,Noël,jacquesmallet@orange.fr,United Kingdom,Not Specified,0,15.226296909171445,0
6241,Perret,qbesson@voila.fr,Belgium,F,0,11.186649549775188,0
6242,Perez,qbesnard@gmail.com,France,F,0,47.21115957268419,0
6243,Turpin,dbouchet@yahoo.fr,United Kingdom,F,5,11.189025565378545,0
6244,Charrier,lefortlaurent@voila.fr,Belgium,M,0,7.510847665066679,0
6245,Prévost,benjaminrichard@yahoo.fr,United Kingdom,F,2,21.82598435763629,0
6246,Pichon,dcarpentier@tele2.fr,France,F,2,8.355066778947238,0
6247,Fernandes,henriette11@sfr.fr,Belgium,F,1,7.627787689006619,0
6248,Klein,jeannevidal@voila.fr,France,M,5,13.846291385443616,1
6249,Jacquot,langloisandre@live.com,United Kingdom,M,0,83.46022363121035,0
6250,Bernier,julietteblanchet@dbmail.com,United Kingdom,Not Specified,0,5.190753762180861,0
6251,Neveu,cbruneau@sfr.fr,France,F,0,6.960226080102541,0
6252,Roger,chartieranouk@dbmail.com,France,F,0,3.6338212371802086,0
6253,Petit,pauletteteixeira@gmail.com,Belgium,F,0,5.306190158864769,0
6254,Lacombe,lacroixolivie@sfr.fr,Belgium,F,5,42.150354863170435,0
6255,Masse,celinalegros@live.com,United Kingdom,M,2,10.91009556688408,0
6256,Verdier,elodie47@yahoo.fr,France,M,0,51.235018727579536,0
6257,Petit,apottier@live.com,Belgium,F,1,8.558056577942837,0
6258,Chauvet,ponsedouard@tiscali.fr,United Kingdom,F,2,36.28149562396873,0
6259,Collin,dupontadrien@bouygtel.fr,Belgium,F,2,6.892801753717069,0
6260,Prévost,yrousseau@yahoo.fr,United Kingdom,Not Specified,3,20.943232587232,0
6261,Hardy,hernandezadelaide@ifrance.com,Belgium,M,0,13.318521201765403,0
6262,Raynaud,aurelieaubry@laposte.net,France,M,1,19.58540340310794,0
6263,Michaud,philippine04@wanadoo.fr,United Kingdom,F,0,23.19905634937588,0
6264,Delattre,audreyleroux@noos.fr,United Kingdom,M,2,11.982295272555472,0
6265,Cousin,vallard@hotmail.fr,France,F,0,76.96948949647052,0
6266,Laporte,robertrene@hotmail.fr,Belgium,F,4,20.840967202715238,0
6267,Lemaître,patriciahardy@club-internet.fr,United Kingdom,F,0,34.04944880003602,0
6268,Blanchard,roger90@tiscali.fr,Belgium,M,4,17.635605626811955,0
6269,Hardy,hubertchristine@sfr.fr,United Kingdom,M,1,13.572908204063243,0
6270,Meyer,thomashenriette@free.fr,Belgium,F,0,6.214171601078939,0
6271,Bonneau,ddenis@laposte.net,Belgium,M,5,17.84971252598958,0
6272,Adam,duhamelgregoire@club-internet.fr,United Kingdom,F,5,8.02970841484916,0
6273,Faure,augustin90@live.com,United Kingdom,F,1,455.26277826269563,0
6274,Bodin,wcordier@gmail.com,Belgium,F,2,26.25712455044123,0
6275,Descamps,margotjourdan@voila.fr,Belgium,F,0,20.88908166647489,0
6276,Picard,legrosthierry@laposte.net,France,F,3,154.18329218434113,0
6277,Laurent,xmorvan@hotmail.fr,United Kingdom,F,4,59.8275564236737,0
6278,Joubert,isaac75@ifrance.com,Belgium,F,0,113.10261562718937,0
6279,Noël,jeannine12@bouygtel.fr,France,M,2,67.08135706868917,0
6280,Hebert,timothee33@gmail.com,France,M,5,101.73764934161446,0
6281,Morel,cferrand@noos.fr,France,F,2,13.699952885078902,0
6282,Joseph,paulhonore@dbmail.com,Belgium,M,5,9.48852918734054,0
6283,Bègue,djoubert@sfr.fr,Belgium,F,0,23.208360003459564,0
6284,Courtois,trousseau@voila.fr,United Kingdom,F,0,144.46717762031588,0
6285,Grégoire,jallard@hotmail.fr,United Kingdom,F,2,29.751175999605582,0
6286,Muller,lemonniergerard@laposte.net,Belgium,M,4,4.223962938402249,0
6287,Faure,franck66@noos.fr,France,M,1,31.57062316977509,0
6288,Leduc,michelleleblanc@laposte.net,United Kingdom,F,0,9.864120612148149,0
